date,frcc,tocc,trdval,finval
20041231,CL,BE,42734724.0,42734724.0
20041231,LU,SE,102355981.0,102355981.0
20041231,IE,GB,-1443750551.0,-1443750551.0
20041231,CA,BE,61825489.0,61825489.0
20041231,NO,TR,10137908.0,10137908.0
20041231,TR,PL,-115037920.0,-115037920.0
20041231,DE,PT,815892774.0,815892774.0
20041231,SE,IE,-239264378.0,-239264378.0
20041231,SE,LU,-119777477.0,-119777477.0
20041231,GB,CZ,-134765345.0,-134765345.0
20041231,BE,TR,121938543.0,121938543.0
20041231,AU,KR,721640122.0,721640122.0
20041231,PT,KR,-77259446.0,-77259446.0
20041231,KR,NL,313033993.0,313033993.0
20041231,LU,IT,261285252.0,261285252.0
20041231,PT,AU,25465223.0,25465223.0
20041231,PT,DE,-827893600.0,-827893600.0
20041231,BE,PT,9922349.0,9922349.0
20041231,CH,TR,271414805.0,271414805.0
20041231,GB,EE,-74038618.0,-74038618.0
20041231,GR,ES,-416062285.0,-416062285.0
20041231,LU,TR,14197202.0,14197202.0
20041231,IT,EE,66094316.0,66094316.0
20041231,DK,FI,141179742.0,141179742.0
20041231,FR,PT,144745303.0,144745303.0
20041231,CA,CZ,-22160507.0,-22160507.0
20041231,GB,AT,-604196731.0,-604196731.0
20041231,KR,SE,-6638536.0,-6638536.0
20041231,ES,TR,-26500727.0,-26500727.0
20041231,FR,SE,-212193401.0,-212193401.0
20041231,KR,SI,14646173.0,14646173.0
20041231,NO,EE,-45482193.0,-45482193.0
20041231,LU,NO,19617118.0,19617118.0
20041231,GB,PT,-104185271.0,-104185271.0
20041231,CL,JP,791612807.0,791612807.0
20041231,CA,LU,1416064.0,1416064.0
20041231,DK,BE,-236964612.0,-236964612.0
20041231,CH,EE,4823935.0,4823935.0
20041231,GB,LV,-247672396.0,-247672396.0
20041231,NO,FI,-470080183.0,-470080183.0
20041231,TR,JP,-666331229.0,-666331229.0
20041231,FR,AU,585805176.0,585805176.0
20041231,KR,LV,9568418.0,9568418.0
20041231,FR,HU,27740207.0,27740207.0
20041231,US,IE,-4072500000.0,-4072500000.0
20041231,AU,FI,-77523747.0,-77523747.0
20041231,DE,BE,-883771283.0,-883771283.0
20041231,KR,IL,100705156.0,100705156.0
20041231,DK,DE,-58071732.0,-58071732.0
20041231,MX,CA,-976287920.0,-976287920.0
20041231,GB,NO,-3931290192.0,-3931290192.0
20041231,TR,FI,-141054479.0,-141054479.0
20041231,PT,CH,-3292454.0,-3292454.0
20041231,NL,DK,301690052.0,301690052.0
20041231,AU,HU,-27450011.0,-27450011.0
20041231,AT,NO,95264714.0,95264714.0
20041231,TR,IT,-468400848.0,-468400848.0
20041231,CA,JP,-1295381027.0,-1295381027.0
20041231,FI,SE,-175293364.0,-175293364.0
20041231,FR,CH,367744385.0,367744385.0
20041231,FI,IE,-14020007.0,-14020007.0
20041231,FI,EE,63491565.0,63491565.0
20041231,GB,JP,-2149038839.0,-2149038839.0
20041231,JP,PL,114521303.0,114521303.0
20041231,BE,DE,2467187154.0,2467187154.0
20041231,US,PT,-288100000.0,-288100000.0
20041231,PT,ES,-1942962468.0,-1942962468.0
20041231,CA,PT,-42052856.0,-42052856.0
20041231,GB,FR,-426350087.0,-426350087.0
20041231,ES,AT,-209005171.0,-209005171.0
20041231,BE,ES,1746586681.0,1746586681.0
20041231,KR,MX,698065226.0,698065226.0
20041231,NL,CH,711703049.0,711703049.0
20041231,CL,TR,25504542.0,25504542.0
20041231,ES,CA,-86990901.0,-86990901.0
20041231,FR,CL,-214668863.0,-214668863.0
20041231,NL,SI,108229932.0,108229932.0
20041231,MX,US,12275236660.0,12275236660.0
20041231,SE,NL,-108286826.0,-108286826.0
20041231,FI,AT,-17641967.0,-17641967.0
20041231,IE,DK,-116256948.0,-116256948.0
20041231,KR,IT,307145218.0,307145218.0
20041231,FR,JP,-375793495.0,-375793495.0
20041231,AT,DK,15682439.0,15682439.0
20041231,KR,HU,194973127.0,194973127.0
20041231,IT,CA,414396515.0,414396515.0
20041231,KR,JP,-6496798140.0,-6496798140.0
20041231,US,EE,-85800000.0,-85800000.0
20041231,NL,US,-2867015883.0,-2867015883.0
20041231,FI,CZ,126241.0,126241.0
20041231,TR,LU,-21292639.0,-21292639.0
20041231,CA,DE,-1600307895.0,-1600307895.0
20041231,US,CH,-610700000.0,-610700000.0
20041231,JP,LV,5156764.0,5156764.0
20041231,DK,AT,-15007190.0,-15007190.0
20041231,ES,FR,-2230224022.0,-2230224022.0
20041231,FI,MX,53861599.0,53861599.0
20041231,FI,AU,31245052.0,31245052.0
20041231,NL,GB,4209705843.0,4209705843.0
20041231,AT,FR,22048764.0,22048764.0
20041231,BE,CL,-10109199.0,-10109199.0
20041231,CA,NL,4143448.0,4143448.0
20041231,CH,SK,173597.0,173597.0
20041231,US,GR,19100000.0,19100000.0
20041231,JP,EE,30138024.0,30138024.0
20041231,GR,AU,20196506.0,20196506.0
20041231,DE,SK,-442585307.0,-442585307.0
20041231,IE,FR,1063472790.0,1063472790.0
20041231,TR,ES,-103733426.0,-103733426.0
20041231,CH,US,1645951453.0,1645951453.0
20041231,IE,NO,-111699953.0,-111699953.0
20041231,KR,SK,90345491.0,90345491.0
20041231,GR,SI,2336598.0,2336598.0
20041231,IT,CZ,307170407.0,307170407.0
20041231,JP,SK,-4308542.0,-4308542.0
20041231,AT,IL,30262596.0,30262596.0
20041231,AU,DE,-1544930604.0,-1544930604.0
20041231,ES,IL,-37874639.0,-37874639.0
20041231,PT,SK,1563155.0,1563155.0
20041231,CH,AU,244040980.0,244040980.0
20041231,LU,CZ,29934838.0,29934838.0
20050331,FR,EE,-3479973.0,-3479973.0
20050331,IE,SK,6843507.0,6843507.0
20050331,IE,TR,-2595203.0,-2595203.0
20050331,AU,SI,-10570809.0,-10570809.0
20050331,IT,PT,642767730.0,642767730.0
20050331,CA,IL,-69996576.0,-69996576.0
20050331,TR,HU,-107164879.0,-107164879.0
20050331,DK,PT,166286008.0,166286008.0
20050331,LU,LV,1332603.0,1332603.0
20050331,SE,GB,814058132.0,814058132.0
20050331,ES,JP,-1324702436.0,-1324702436.0
20050331,SE,CA,268507793.0,268507793.0
20050331,GR,PT,-14159369.0,-14159369.0
20050331,AU,SE,-383457027.0,-383457027.0
20050331,TR,AT,-51291463.0,-51291463.0
20050331,US,FI,-639400000.0,-639400000.0
20050331,DK,NL,6698970.0,6698970.0
20050331,FR,DE,-7178069470.0,-7178069470.0
20050331,US,NO,-1151800000.0,-1151800000.0
20050331,AT,SE,-74410447.0,-74410447.0
20050331,NL,IT,3983412384.0,3983412384.0
20050331,FI,LV,82003283.0,82003283.0
20050331,US,AU,2064100000.0,2064100000.0
20050331,US,PL,-223700000.0,-223700000.0
20050331,LU,IL,2428365.0,2428365.0
20050331,NL,LU,202047021.0,202047021.0
20050331,GR,LU,-79259607.0,-79259607.0
20050331,AU,BE,-75827279.0,-75827279.0
20050331,JP,KR,5589990625.0,5589990625.0
20050331,IT,KR,-585793954.0,-585793954.0
20050331,LU,CL,5828118.0,5828118.0
20050331,DK,GB,636684516.0,636684516.0
20050331,GB,MX,-186130766.0,-186130766.0
20050331,US,AT,-860600000.0,-860600000.0
20050331,NL,CA,-148571710.0,-148571710.0
20050331,PT,AT,-53715766.0,-53715766.0
20050331,JP,LU,46148044.0,46148044.0
20050331,SE,GR,148670349.0,148670349.0
20050331,GB,IE,2879086746.0,2879086746.0
20050331,BE,IL,130241297.0,130241297.0
20050331,BE,FR,5945311953.0,5945311953.0
20050331,GR,IL,-20165089.0,-20165089.0
20050331,BE,US,299670186.0,299670186.0
20050331,BE,HU,28415401.0,28415401.0
20050331,IE,HU,-1223384.0,-1223384.0
20050331,SE,DK,-391924490.0,-391924490.0
20050331,AU,IE,-364865522.0,-364865522.0
20050331,DK,IT,31651738.0,31651738.0
20050331,CL,NL,598698268.0,598698268.0
20050331,ES,IT,-2049626432.0,-2049626432.0
20050331,NL,LV,23680219.0,23680219.0
20050331,GR,US,-131445304.0,-131445304.0
20050331,LU,AU,4086272.0,4086272.0
20050331,US,MX,-11433900000.0,-11433900000.0
20050331,CA,TR,-66291354.0,-66291354.0
20050331,NL,JP,-2362064896.0,-2362064896.0
20050331,US,JP,-21857300000.0,-21857300000.0
20050331,GB,NL,-2964216480.0,-2964216480.0
20050331,GR,SK,-15628292.0,-15628292.0
20050331,FI,FR,64332068.0,64332068.0
20050331,IE,SE,155137285.0,155137285.0
20050331,AT,DE,-4446484216.0,-4446484216.0
20050331,CL,FI,-51901755.0,-51901755.0
20050331,NO,CH,-62831444.0,-62831444.0
20050331,CA,IE,-386659558.0,-386659558.0
20050331,ES,MX,156707636.0,156707636.0
20050331,IT,JP,-251368831.0,-251368831.0
20050331,GB,CA,-774734512.0,-774734512.0
20050331,CA,KR,-642771095.0,-642771095.0
20050331,CH,CA,414544409.0,414544409.0
20050331,AT,EE,27029102.0,27029102.0
20050331,CL,US,526370105.0,526370105.0
20050331,DK,AU,169083847.0,169083847.0
20050331,AT,SI,196821105.0,196821105.0
20050331,CH,PL,123118703.0,123118703.0
20050331,FR,GR,888012587.0,888012587.0
20050331,NO,CL,-1318117.0,-1318117.0
20050331,US,CL,-901200000.0,-901200000.0
20050331,BE,CA,272822217.0,272822217.0
20050331,NO,HU,-53900528.0,-53900528.0
20050331,NO,SK,-14039816.0,-14039816.0
20050331,CH,DE,-4406095096.0,-4406095096.0
20050331,NO,KR,44255879.0,44255879.0
20050331,DE,NL,-8860788108.0,-8860788108.0
20050331,GR,PL,-3702779.0,-3702779.0
20050331,GB,DE,-7560474814.0,-7560474814.0
20050331,ES,SI,88767641.0,88767641.0
20050331,IE,KR,5148922.0,5148922.0
20050331,AU,US,-2677958360.0,-2677958360.0
20050331,DE,NO,-2170397840.0,-2170397840.0
20050331,IT,CL,-293037346.0,-293037346.0
20050331,ES,LU,-131540741.0,-131540741.0
20050331,CH,HU,30428777.0,30428777.0
20050331,SE,IL,40174864.0,40174864.0
20050331,AU,PT,-27527627.0,-27527627.0
20050331,AU,CH,-238301192.0,-238301192.0
20050331,DE,FR,9058674042.0,9058674042.0
20050331,CA,GR,-1550896.0,-1550896.0
20050331,FI,GB,466295842.0,466295842.0
20050331,PT,IL,-632224.0,-632224.0
20050331,IT,SE,-167330587.0,-167330587.0
20050331,JP,CL,-999240306.0,-999240306.0
20050331,AT,BE,-151055402.0,-151055402.0
20050331,GB,CH,1568302237.0,1568302237.0
20050331,PT,CL,13478447.0,13478447.0
20050331,JP,US,17564396186.0,17564396186.0
20050331,AT,HU,-4983793.0,-4983793.0
20050331,FI,LU,15389148.0,15389148.0
20050331,GB,PL,-322116675.0,-322116675.0
20050331,AT,IT,644487863.0,644487863.0
20050331,BE,IT,2157663509.0,2157663509.0
20050331,FR,SK,18714049.0,18714049.0
20050331,ES,SE,-312467885.0,-312467885.0
20050331,NO,NL,1696178654.0,1696178654.0
20050331,PT,HU,9172559.0,9172559.0
20050331,IT,MX,465551242.0,465551242.0
20050331,KR,FI,324032368.0,324032368.0
20050331,AU,FR,-664739801.0,-664739801.0
20050331,AT,FI,-61590043.0,-61590043.0
20050331,DE,CZ,320414903.0,320414903.0
20050331,TR,GR,151259844.0,151259844.0
20050331,AT,IE,-69945392.0,-69945392.0
20050331,CH,PT,88613541.0,88613541.0
20050331,SE,HU,-44650715.0,-44650715.0
20050331,AU,GB,-490276154.0,-490276154.0
20050331,JP,BE,1297987317.0,1297987317.0
20050331,IT,SK,-168229932.0,-168229932.0
20050331,CA,ES,-14181411.0,-14181411.0
20050331,US,IL,-1907000000.0,-1907000000.0
20050331,GB,FI,-421808773.0,-421808773.0
20050331,NO,IL,-6494115.0,-6494115.0
20050331,IE,BE,3747912930.0,3747912930.0
20050331,LU,CA,-1231726.0,-1231726.0
20050331,US,DK,-671400000.0,-671400000.0
20050331,ES,PT,2382409654.0,2382409654.0
20050331,PT,NO,-90195433.0,-90195433.0
20050331,AU,CZ,-21493845.0,-21493845.0
20050331,DK,ES,262862662.0,262862662.0
20050331,LU,PT,18995571.0,18995571.0
20050331,FR,PL,305796884.0,305796884.0
20050331,NO,US,747274748.0,747274748.0
20050331,AU,SK,-3570062.0,-3570062.0
20050331,NL,FR,5545214036.0,5545214036.0
20050331,US,KR,-4802900000.0,-4802900000.0
20050331,TR,GB,271942583.0,271942583.0
20050331,TR,LV,13996812.0,13996812.0
20050331,BE,SE,-528375822.0,-528375822.0
20050331,FI,IL,8944500.0,8944500.0
20050331,LU,CH,-28905131.0,-28905131.0
20050331,NO,LV,-13800302.0,-13800302.0
20050331,JP,HU,247295603.0,247295603.0
20050331,LU,DE,-250429042.0,-250429042.0
20050331,ES,DE,-5343337761.0,-5343337761.0
20050331,CA,CL,-263423312.0,-263423312.0
20050331,IE,LU,32083405.0,32083405.0
20050331,KR,AT,82193266.0,82193266.0
20050331,BE,AT,402950682.0,402950682.0
20050331,AU,CL,5853069.0,5853069.0
20050331,DK,TR,-112058175.0,-112058175.0
20050331,CH,FR,-345647019.0,-345647019.0
20050331,DE,IE,-590296086.0,-590296086.0
20050331,IE,MX,109588181.0,109588181.0
20050331,LU,ES,214510947.0,214510947.0
20050331,BE,NL,-4811907771.0,-4811907771.0
20050331,LU,NL,-90564226.0,-90564226.0
20050331,US,FR,-2523700000.0,-2523700000.0
20050331,NO,DK,22912139.0,22912139.0
20050331,FI,GR,56453961.0,56453961.0
20050331,GB,SI,-15524281.0,-15524281.0
20050331,NL,NO,-922858403.0,-922858403.0
20050331,IE,PT,68844340.0,68844340.0
20050331,NO,SE,-268568404.0,-268568404.0
20050331,ES,EE,10257392.0,10257392.0
20050331,IT,IE,-775987617.0,-775987617.0
20050331,KR,PT,76650981.0,76650981.0
20050331,US,CA,-17956700000.0,-17956700000.0
20050331,FI,DK,-246705961.0,-246705961.0
20050331,PT,LV,-948004.0,-948004.0
20050331,FR,ES,2445730618.0,2445730618.0
20050331,ES,GR,364214252.0,364214252.0
20050331,FI,NL,-121339354.0,-121339354.0
20050331,FI,PT,-14456475.0,-14456475.0
20050331,LU,FR,266082938.0,266082938.0
20050331,ES,NO,-414812885.0,-414812885.0
20050331,BE,LV,26658089.0,26658089.0
20050331,TR,CH,-1112875803.0,-1112875803.0
20050331,BE,KR,-134791764.0,-134791764.0
20050331,US,TR,-210300000.0,-210300000.0
20050331,US,SK,-107800000.0,-107800000.0
20050331,IT,GB,2458428627.0,2458428627.0
20050331,IT,PL,442648492.0,442648492.0
20050331,NO,FR,2017599551.0,2017599551.0
20050331,GB,GR,348059663.0,348059663.0
20050331,SE,PL,-37950315.0,-37950315.0
20050331,SE,LV,-11760338.0,-11760338.0
20050331,NL,IE,-440471879.0,-440471879.0
20050331,GB,TR,-788998331.0,-788998331.0
20050331,DK,HU,35373583.0,35373583.0
20050331,PT,CA,19702431.0,19702431.0
20050331,PT,FR,-30158782.0,-30158782.0
20050331,TR,CZ,-96756751.0,-96756751.0
20050331,KR,TR,635337748.0,635337748.0
20050331,CA,SI,22356650.0,22356650.0
20050331,IE,AT,53518971.0,53518971.0
20050331,CA,AT,-235553676.0,-235553676.0
20050331,CH,IE,-1010657000.0,-1010657000.0
20050331,ES,BE,-1327067908.0,-1327067908.0
20050331,ES,HU,-82075627.0,-82075627.0
20050331,US,LV,-36900000.0,-36900000.0
20050331,MX,GB,-136038900.0,-136038900.0
20050331,LU,PL,31134893.0,31134893.0
20050331,KR,ES,542897509.0,542897509.0
20050331,FI,TR,73499108.0,73499108.0
20050331,CL,FR,181489825.0,181489825.0
20050331,IE,CH,949973785.0,949973785.0
20050331,SE,CH,48885991.0,48885991.0
20050331,DE,AU,1296041064.0,1296041064.0
20050331,CL,IT,286241460.0,286241460.0
20050331,KR,FR,129814030.0,129814030.0
20050331,KR,CA,256128093.0,256128093.0
20050331,FI,US,505103253.0,505103253.0
20050331,NO,CA,696388354.0,696388354.0
20050331,JP,FI,103513759.0,103513759.0
20050331,FI,CA,151916681.0,151916681.0
20050331,IT,FI,-14084158.0,-14084158.0
20050331,IT,LV,50652147.0,50652147.0
20050331,JP,CH,-656026515.0,-656026515.0
20050331,AT,CL,-20890018.0,-20890018.0
20050331,JP,ES,854063385.0,854063385.0
20050331,PT,PL,-77767134.0,-77767134.0
20050331,IT,FR,1781649993.0,1781649993.0
20050331,CL,MX,177302207.0,177302207.0
20050331,DK,SI,-19578777.0,-19578777.0
20050331,JP,NL,1622591721.0,1622591721.0
20050331,DK,GR,168914418.0,168914418.0
20050331,CA,US,25010258510.0,25010258510.0
20050331,JP,GB,2250092006.0,2250092006.0
20050331,AT,KR,-33158622.0,-33158622.0
20050331,AU,PL,-84923719.0,-84923719.0
20050331,GB,KR,-436387051.0,-436387051.0
20050331,LU,KR,1583269.0,1583269.0
20050331,DK,CA,78935725.0,78935725.0
20050331,SE,FR,163540330.0,163540330.0
20050331,NL,TR,114248953.0,114248953.0
20050331,PT,BE,-105108205.0,-105108205.0
20050331,CA,IT,-579795119.0,-579795119.0
20050331,MX,DE,-1506611300.0,-1506611300.0
20050331,KR,PL,204320387.0,204320387.0
20050331,SE,KR,-72870297.0,-72870297.0
20050331,AU,TR,-8873500.0,-8873500.0
20050331,AU,MX,11102171.0,11102171.0
20050331,SE,CL,-38056282.0,-38056282.0
20050331,NL,CZ,639296795.0,639296795.0
20050331,DK,EE,5570495.0,5570495.0
20050331,BE,NO,-935144605.0,-935144605.0
20050331,FR,CZ,37775935.0,37775935.0
20050331,IT,BE,-2076158932.0,-2076158932.0
20050331,LU,IE,-14715975.0,-14715975.0
20050331,FR,LU,-152372060.0,-152372060.0
20050331,CH,ES,359107410.0,359107410.0
20050331,IT,LU,-271837777.0,-271837777.0
20050331,SE,IT,121368035.0,121368035.0
20050331,GR,IE,-115749869.0,-115749869.0
20050331,AT,LU,-5449928.0,-5449928.0
20050331,FR,SI,84291012.0,84291012.0
20050331,ES,PL,113181359.0,113181359.0
20050331,PT,GR,20113633.0,20113633.0
20050331,AU,LV,897934.0,897934.0
20050331,FR,GB,2423501647.0,2423501647.0
20050331,IE,PL,45061800.0,45061800.0
20050331,US,BE,1441500000.0,1441500000.0
20050331,PT,EE,-1310471.0,-1310471.0
20050331,SE,PT,76202609.0,76202609.0
20050331,DK,SE,202169840.0,202169840.0
20050331,ES,SK,-36842625.0,-36842625.0
20050331,ES,CH,-238690556.0,-238690556.0
20050331,KR,US,3108142613.0,3108142613.0
20050331,SE,DE,-1605593748.0,-1605593748.0
20050331,NL,EE,2428614.0,2428614.0
20050331,JP,CZ,211079066.0,211079066.0
20050331,GR,BE,-443592722.0,-443592722.0
20050331,CH,IT,-403724189.0,-403724189.0
20050331,JP,DE,406820274.0,406820274.0
20050331,CH,GR,207658140.0,207658140.0
20050331,AT,ES,407655819.0,407655819.0
20050331,NL,IL,-75339000.0,-75339000.0
20050331,BE,DK,316212054.0,316212054.0
20050331,FR,FI,-106828524.0,-106828524.0
20050331,PT,GB,85862982.0,85862982.0
20050331,AT,TR,-112665897.0,-112665897.0
20050331,SE,EE,-41976153.0,-41976153.0
20050331,IT,IL,131431606.0,131431606.0
20050331,KR,DK,16116622.0,16116622.0
20050331,SE,AT,24904414.0,24904414.0
20050331,NO,ES,439956915.0,439956915.0
20050331,BE,IE,-4297709419.0,-4297709419.0
20050331,DE,LU,297773261.0,297773261.0
20050331,TR,CA,1586581.0,1586581.0
20050331,PT,SI,6016350.0,6016350.0
20050331,DK,FR,320755749.0,320755749.0
20050331,FR,NO,-1270220408.0,-1270220408.0
20050331,BE,EE,-400525.0,-400525.0
20050331,JP,TR,453264846.0,453264846.0
20050331,CH,LU,19332185.0,19332185.0
20050331,GB,IL,183967805.0,183967805.0
20050331,NL,AT,885162543.0,885162543.0
20050331,DE,CA,1051127137.0,1051127137.0
20050331,AT,MX,51198262.0,51198262.0
20050331,CH,SI,6489565.0,6489565.0
20050331,KR,IE,-39053059.0,-39053059.0
20050331,AT,AU,116599098.0,116599098.0
20050331,PT,DK,-40288785.0,-40288785.0
20050331,FI,IT,-18451788.0,-18451788.0
20050331,DK,LV,-6736421.0,-6736421.0
20050331,CH,JP,491105436.0,491105436.0
20050331,BE,FI,11426146.0,11426146.0
20050331,CH,LV,19252813.0,19252813.0
20050331,IT,NL,-3378899291.0,-3378899291.0
20050331,NO,IE,154566874.0,154566874.0
20050331,NL,SE,495756032.0,495756032.0
20050331,MX,FR,-521010100.0,-521010100.0
20050331,LU,SI,9845757.0,9845757.0
20050331,FI,SI,2188511.0,2188511.0
20050331,PT,NL,-366678452.0,-366678452.0
20050331,AU,AT,-157569869.0,-157569869.0
20050331,SE,JP,-140339520.0,-140339520.0
20050331,NL,PT,456008874.0,456008874.0
20050331,CA,EE,-1890762.0,-1890762.0
20050331,JP,IE,-392674777.0,-392674777.0
20050331,CA,HU,-34367761.0,-34367761.0
20050331,CL,AU,-26363539.0,-26363539.0
20050331,CL,CA,34334429.0,34334429.0
20050331,FI,DE,-552543638.0,-552543638.0
20050331,CH,CZ,40361429.0,40361429.0
20050331,DK,JP,326260980.0,326260980.0
20050331,IE,IL,54829022.0,54829022.0
20050331,NO,GR,41987449.0,41987449.0
20050331,ES,NL,-1916546233.0,-1916546233.0
20050331,JP,DK,-404234936.0,-404234936.0
20050331,TR,DK,100270361.0,100270361.0
20050331,BE,CH,515116845.0,515116845.0
20050331,BE,SI,85156818.0,85156818.0
20050331,NO,BE,289602853.0,289602853.0
20050331,AT,JP,35303071.0,35303071.0
20050331,GB,ES,-310952441.0,-310952441.0
20050331,ES,FI,-231095042.0,-231095042.0
20050331,IE,GR,88382146.0,88382146.0
20050331,DK,KR,-26697536.0,-26697536.0
20050331,SE,SK,-5489442.0,-5489442.0
20050331,DE,CH,2561957950.0,2561957950.0
20050331,JP,SE,-49809695.0,-49809695.0
20050331,AU,IT,-647282239.0,-647282239.0
20050331,BE,GR,443383621.0,443383621.0
20050331,PT,IE,-80467235.0,-80467235.0
20050331,DE,IL,461240729.0,461240729.0
20050331,IE,LV,-5885673.0,-5885673.0
20050331,US,GB,-2515300000.0,-2515300000.0
20050331,DE,US,11506792147.0,11506792147.0
20050331,LU,JP,-33565674.0,-33565674.0
20050331,NO,SI,-11174936.0,-11174936.0
20050331,AT,GR,91471439.0,91471439.0
20050331,CA,SE,-389110999.0,-389110999.0
20050331,GR,TR,-125062053.0,-125062053.0
20050331,PT,TR,-73424798.0,-73424798.0
20050331,AU,DK,-178022461.0,-178022461.0
20050331,TR,IE,-24426918.0,-24426918.0
20050331,LU,US,-31078672.0,-31078672.0
20050331,DE,SE,2061982926.0,2061982926.0
20050331,LU,FI,41148975.0,41148975.0
20050331,IE,DE,196280506.0,196280506.0
20050331,FI,JP,-33192337.0,-33192337.0
20050331,DE,DK,410284195.0,410284195.0
20050331,AU,IL,-107302464.0,-107302464.0
20050331,CH,MX,170181514.0,170181514.0
20050331,TR,KR,-744708776.0,-744708776.0
20050331,FI,KR,86925830.0,86925830.0
20050331,IE,CA,12477192.0,12477192.0
20050331,TR,NO,-43330843.0,-43330843.0
20050331,GR,CA,-24955958.0,-24955958.0
20050331,CH,AT,-376488577.0,-376488577.0
20050331,DK,IL,20621588.0,20621588.0
20050331,DE,SI,150713924.0,150713924.0
20050331,CA,NO,-980262942.0,-980262942.0
20050331,LU,GR,21798877.0,21798877.0
20050331,PT,US,111110190.0,111110190.0
20050331,AU,JP,1035796072.0,1035796072.0
20050331,ES,KR,-671928427.0,-671928427.0
20050331,GR,LV,1479619.0,1479619.0
20050331,TR,IL,135283461.0,135283461.0
20050331,CH,IL,46657763.0,46657763.0
20050331,CH,NL,-542114751.0,-542114751.0
20050331,FR,BE,-5556834919.0,-5556834919.0
20050331,JP,AT,-57696770.0,-57696770.0
20050331,BE,MX,1232601.0,1232601.0
20050331,CH,KR,111397196.0,111397196.0
20050331,KR,CL,-248244168.0,-248244168.0
20050331,US,CZ,-262500000.0,-262500000.0
20050331,IE,SI,2739218.0,2739218.0
20050331,JP,PT,148496906.0,148496906.0
20050331,TR,SE,-237632880.0,-237632880.0
20050331,NO,CZ,51425568.0,51425568.0
20050331,AU,NO,-6352366.0,-6352366.0
20050331,SE,SI,-6813012.0,-6813012.0
20050331,GR,HU,-51342341.0,-51342341.0
20050331,KR,DE,187231786.0,187231786.0
20050331,GB,DK,-598073162.0,-598073162.0
20050331,ES,CZ,33867144.0,33867144.0
20050331,GR,EE,-536328.0,-536328.0
20050331,SE,ES,451949141.0,451949141.0
20050331,CA,CH,-364977009.0,-364977009.0
20050331,GB,IT,-1486838366.0,-1486838366.0
20050331,DE,KR,-305833517.0,-305833517.0
20050331,GR,CH,-174091642.0,-174091642.0
20050331,CL,DK,2717336.0,2717336.0
20050331,CL,DE,-38010990.0,-38010990.0
20050331,LU,MX,9069843.0,9069843.0
20050331,AU,LU,-1069107.0,-1069107.0
20050331,CL,SE,19191092.0,19191092.0
20050331,KR,GB,504607966.0,504607966.0
20050331,CA,LV,4008386.0,4008386.0
20050331,GB,CL,-170485915.0,-170485915.0
20050331,DE,LV,99090657.0,99090657.0
20050331,IE,IT,821199088.0,821199088.0
20050331,TR,US,-133383461.0,-133383461.0
20050331,CH,NO,44581327.0,44581327.0
20050331,FI,BE,-73949766.0,-73949766.0
20050331,DK,CZ,-1499010.0,-1499010.0
20050331,IE,CZ,19255869.0,19255869.0
20050331,PT,MX,-74374345.0,-74374345.0
20050331,ES,AU,66911613.0,66911613.0
20050331,TR,BE,-137982395.0,-137982395.0
20050331,NO,GB,5082273182.0,5082273182.0
20050331,BE,LU,1111235704.0,1111235704.0
20050331,CL,CH,-20709402.0,-20709402.0
20050331,FR,NL,-3725622515.0,-3725622515.0
20050331,DE,FI,717764438.0,717764438.0
20050331,PT,SE,-93870790.0,-93870790.0
20050331,JP,GR,182282714.0,182282714.0
20050331,IE,US,3273742984.0,3273742984.0
20050331,DK,SK,-23466616.0,-23466616.0
20050331,IT,GR,1503180473.0,1503180473.0
20050331,FI,HU,-60895823.0,-60895823.0
20050331,CA,GB,-567810052.0,-567810052.0
20050331,FR,CA,136163033.0,136163033.0
20050331,MX,CH,-222581880.0,-222581880.0
20050331,US,HU,-362900000.0,-362900000.0
20050331,GR,IT,-1366458116.0,-1366458116.0
20050331,BE,SK,54772178.0,54772178.0
20050331,ES,IE,-626055562.0,-626055562.0
20050331,JP,MX,648966869.0,648966869.0
20050331,CA,PL,-46161471.0,-46161471.0
20050331,NL,GR,718446826.0,718446826.0
20050331,FI,PL,149198426.0,149198426.0
20050331,ES,CL,-159616844.0,-159616844.0
20050331,IE,ES,502813074.0,502813074.0
20050331,PT,CZ,-36948305.0,-36948305.0
20050331,LU,AT,58704974.0,58704974.0
20050331,DE,CL,28397335.0,28397335.0
20050331,US,NL,3294200000.0,3294200000.0
20050331,CH,SE,18056574.0,18056574.0
20050331,KR,CZ,49879166.0,49879166.0
20050331,GR,CZ,-45441093.0,-45441093.0
20050331,KR,AU,-1315429782.0,-1315429782.0
20050331,NO,IT,300430981.0,300430981.0
20050331,NL,HU,306907935.0,306907935.0
20050331,US,LU,62500000.0,62500000.0
20050331,DK,US,559452803.0,559452803.0
20050331,AU,CA,-46549570.0,-46549570.0
20050331,FI,CL,60700340.0,60700340.0
20050331,AU,ES,-104859776.0,-104859776.0
20050331,JP,IL,45467014.0,45467014.0
20050331,AT,GB,613767996.0,613767996.0
20050331,AT,SK,-77043784.0,-77043784.0
20050331,GR,FR,-774393318.0,-774393318.0
20050331,DK,CL,6517117.0,6517117.0
20050331,GB,BE,-1299674103.0,-1299674103.0
20050331,GR,DE,-1544527023.0,-1544527023.0
20050331,BE,GB,1688860107.0,1688860107.0
20050331,AU,NL,51441045.0,51441045.0
20050331,MX,ES,-183730400.0,-183730400.0
20050331,SE,MX,149750893.0,149750893.0
